"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
209.6,36942,40435,19,0,"(34218.1, 37413.8]",39.7,38.7,40.4,"Warren County, Tennessee",2.51,50.2,16.8,47.8,NA,4.7,42.5,8,51.7,8,55,40.7,34.2,43.9,27,91.94302137,1.312007997,0.487317256,2.481569411,47.4107656,6.99356005
176.7,43212,126302,16.7,47.50518598,"(42724.4, 45201]",39.8,39.5,40.1,"Washington County, Tennessee",2.29,50.8,7.4,29.7,NA,12.1,30.7,18,55.5,6.2,68,52.8,46.2,33.9,17,92.13913515,3.945194986,1.363741551,0.430907219,47.87605912,4.081698817
201.4,33573,16748,23.3,0,"[22640, 34218.1]",42.2,40.2,45.9,"Wayne County, Tennessee",2.48,49.9,17.5,51.1,29.5,1.8,43.6,5.6,40.2,12.2,54.7,NA,32.6,43.5,27,91.99266142,6.172693378,0.248564834,0.384683672,55.28741411,6.408629442
205.4,36205,33960,21.5,0,"(34218.1, 37413.8]",36.9,35.1,39.4,"Weakley County, Tennessee",2.32,49,3.9,21.6,NA,5.1,39.8,13.6,50.5,11.2,69.2,51.7,44.1,35,17.8,88.39750109,9.103588552,0.145285486,0.636350429,49.54671736,5.005740528
203.7,35400,26521,21.9,0,"(34218.1, 37413.8]",42.5,40.9,43.7,"White County, Tennessee",2.65,53.9,12.8,52.4,NA,1.5,45.3,7.5,NA,10.5,58.8,42.9,37.7,42.2,23.8,95.80984306,1.729392046,0.022855401,0.064756971,55.07142123,5.225066196
139,97936,211672,5.6,118.1072603,"(61494.5, 125635]",38.9,37.9,39.6,"Williamson County, Tennessee",2.86,66,16.2,30.4,NA,18.8,16.4,35.8,65.5,4.2,86.6,75.7,64,16.5,7.4,89.77218033,4.374899727,3.560685063,0.64074282,69.98906129,4.474464442
179.2,60955,128911,10.1,23.27186974,"(54545.6, 61494.5]",40.1,39.1,40.9,"Wilson County, Tennessee",2.72,56.6,13.6,40.3,NA,7.1,32.1,19.9,61.5,6.5,74,61.1,51.9,26.8,14.5,88.27555229,6.762219772,1.325493079,1.636653191,58.3677686,4.280356467
245.2,42471,57580,20.4,0,"(40362.7, 42724.4]",38.9,38.2,41.3,"Anderson County, Texas",2.68,44.5,24.2,51.2,NA,2,36.9,7.5,41.4,4.3,59.7,46.5,41.6,34.1,19,74.17594751,21.17758784,0.61296728,2.35344902,52.91270837,7.105682422
182.2,66878,18105,10.7,0,"(61494.5, 125635]",31.3,30.3,33.9,"Andrews County, Texas",3.05,58.1,21.2,46.7,28.8,3.4,33.6,8.8,64.8,3.9,63.3,53.5,48.6,23.4,14.6,92.33979136,1.961251863,0.375558867,2.289120715,62.7100073,10.78180889
168.3,42128,88255,17.9,11.33080279,"(40362.7, 42724.4]",36.4,35.6,37.5,"Angelina County, Texas",2.77,50,14.5,33.8,NA,4.8,31.6,10.1,54.2,9.1,54.4,41.4,35.7,37.6,22.2,78.43711538,15.09550075,0.966403793,3.437115376,51.11663342,5.728131815
213.4,55177,1947,11,0,"(54545.6, 61494.5]",45.1,43.4,47.5,"Armstrong County, Texas",2.63,61.1,8.3,57.7,NA,10.7,24.3,16.1,59.6,1.1,75.7,NA,48.3,28,11.7,90.11837365,1.18373649,0,4.426145136,67.92717087,2.949061662
160.1,58792,29563,11.2,0,"(54545.6, 61494.5]",40.6,40.2,41.2,"Austin County, Texas",2.59,59.6,17.1,49.5,NA,4.7,30.3,14.4,59.6,6.2,67.3,52.2,45.6,28.4,14.2,84.75732189,8.838191511,0,3.454960881,58.69722776,4.630829016
110.4,36821,7210,19.9,0,"(34218.1, 37413.8]",34.9,35.6,34.6,"Bailey County, Texas",2.92,57.9,48.9,43.9,7.1,0,32.4,4.6,62.6,4.3,45.2,34.7,31.7,34.5,21.6,84.90036486,2.062868369,0.406960427,12.13864721,58.23578595,2.595628415
140,50107,21269,13.5,0,"(48021.6, 51046.4]",51.5,51.7,51.4,"Bandera County, Texas",2.45,57.5,21.8,48.5,NA,1.6,29.2,15.4,51.4,4.8,63,NA,32.8,37.3,15.3,93.48432391,1.41373341,0.216387767,0.543373726,56.63289918,6.419479801
181.8,52886,80527,14.7,0,"(51046.4, 54545.6]",38.7,38.3,39.2,"Bastrop County, Texas",2.94,52.8,25.3,36.2,NA,3.3,30.4,12,54.6,9.8,62,47.5,41.9,31.1,16.2,81.05213911,7.887144565,0.881114519,7.5024692,55.77512375,4.583083383
212.3,36027,3618,18.3,0,"(34218.1, 37413.8]",48.5,46.4,50,"Baylor County, Texas",2.06,56.5,34.1,42.9,NA,0,31.7,19.6,NA,1.4,64.2,44.2,31,32.9,13.3,93.10915105,1.901874311,0,1.323042999,48.63609983,6.068601583
177.3,51048,334941,14.2,8.956801347,"(51046.4, 54545.6]",30.2,29,31.2,"Bell County, Texas",2.89,52.8,10.7,38.6,44.7,6,28.2,15.2,52.5,9.5,70.2,46,30.1,29.3,13.7,64.71609399,21.53256799,2.856695937,4.427970715,52.53632424,5.835105126
154,57177,11004,12,0,"(54545.6, 61494.5]",48.6,47.8,49.2,"Blanco County, Texas",2.55,61.9,13.1,22.6,48.8,15.5,30.7,19.7,52.4,6.4,64.8,46.2,37,32.7,12.7,92.84715098,0.606173645,0.484938916,2.471323324,60.61479347,3.865213082
190.7,44397,17891,15,0,"(42724.4, 45201]",46,45.3,46.7,"Bosque County, Texas",2.52,57.8,16.3,37.7,NA,4,34.7,11.5,49.5,7.9,59.9,NA,35,36.3,16.9,94.16838239,1.496856046,0.445161649,1.541372211,57.03671953,3.008595989
169.3,73788,346312,9.9,2.88756959,"(61494.5, 125635]",35.5,35,35.8,"Brazoria County, Texas",2.85,54.5,14.9,32.4,NA,8.1,25.7,18.5,61.3,5.4,69.6,60.2,55.6,21.7,12.5,74.69863538,12.99718757,5.948917981,4.176450906,56.55408408,6.533051164
151.8,41641,215037,26.4,51.15398745,"(40362.7, 42724.4]",25.2,24.6,25.8,"Brazos County, Texas",2.58,37.4,5.3,12.5,70.3,12,20.4,20.8,58.7,6.4,72.6,62.3,50.7,19.8,11.2,73.92520132,10.75212768,5.738755109,6.531853014,39.40534539,4.690848607
160.4,40179,9145,13.8,0,"(37413.8, 40362.7]",42.1,42.1,42.1,"Brewster County, Texas",2.27,45.9,10.8,23.3,NA,16.7,21.4,22.8,58.4,4.9,65,49.5,42.7,29.8,13,93.22144017,1.331889551,0,2.111532214,40.9689441,1.812688822
173.3,27875,7230,32.4,0,"[22640, 34218.1]",31.7,26.5,38.7,"Brooks County, Texas",3.31,32.8,25.2,31.3,43.5,0,37.6,7.7,41.8,19.8,33.5,24.1,21.6,45.8,29.9,84.90513779,0.083090985,1.869547154,11.95125329,41.77884615,6.831489915
172.6,51138,125175,14.3,191.7315758,"(51046.4, 54545.6]",34.7,33.2,36.2,"Bossier Parish, Louisiana",2.57,49,18.7,33.2,NA,6.9,29.4,16.1,59.3,5.7,68.5,52.6,42.2,31,16.6,72.2267692,21.32525141,1.474842589,1.84193253,47.02387268,5.823193854
199.4,39812,251460,24.1,365.863358,"(37413.8, 40362.7]",36.6,34.8,38.4,"Caddo Parish, Louisiana",2.55,39.3,22.2,30.3,40.4,7,32.9,15,NA,7,56.7,43.1,37.4,39,24,47.84919644,47.93909132,1.204748334,0.988843614,37.397312,5.272379222
192.2,45979,198788,18.4,5.030484738,"(45201, 48021.6]",36.1,34.8,37.4,"Calcasieu Parish, Louisiana",2.55,47.3,15.4,35.2,NA,6.1,35.8,14.4,56.9,8.3,62.2,48.3,42.6,33.7,19.6,70.80255453,24.90262243,1.315043877,0.515092885,46.04447395,6.064227035
133.3,59300,6817,12.2,0,"(54545.6, 61494.5]",42.6,40.1,43.8,"Cameron Parish, Louisiana",2.57,64.9,34,33.8,NA,9.7,38.5,11.5,57.8,6.3,75.2,56.3,51.3,30.3,13.5,94.52728899,3.086787951,0.32806442,1.908738443,65.56748466,7.70252324
224.9,34116,10147,23.3,0,"[22640, 34218.1]",38.5,35.6,42.5,"Catahoula Parish, Louisiana",2.48,48.2,35.1,42.5,22.4,0,42.2,9.9,45.7,8.3,50.5,36.4,33.2,37.6,20.1,66.30233239,32.45828047,0.039035815,0.087830585,50.90715048,2.469135802
177.8,35385,16295,28.2,0,"(34218.1, 37413.8]",42.2,39.8,45.8,"Claiborne Parish, Louisiana",2.51,37,38.2,41.4,20,0.4,40.7,8.6,39.8,13.5,49.4,34.2,30,47.1,27.2,46.52923854,50.16527436,0.030049883,0.270448945,39.73000684,8.809020437
216.1,31835,20142,30.9,0,"[22640, 34218.1]",38.3,35.5,41.2,"Concordia Parish, Louisiana",2.33,42.8,26.8,36,NA,5.6,41.3,8,44.4,11.7,49.3,36.9,32.8,34.3,18.7,57.88547117,41.22450976,0.14670644,0.195608587,41.18541033,2.773207991
197.8,40642,27052,23.5,258.7609049,"(40362.7, 42724.4]",39.8,39.1,40.6,"De Soto Parish, Louisiana",2.61,46.4,31,25.6,NA,6.3,41.2,8.5,49.6,9.3,57,NA,38,39.9,22.5,58.08640831,37.99740404,0.296680883,1.053217133,45.38266302,5.389797883
178.8,46831,446753,18.4,346.947866,"(45201, 48021.6]",33.2,31.7,34.7,"East Baton Rouge Parish, Louisiana",2.57,39,12.8,22.8,NA,11.8,26.7,21.6,60.9,7.6,65.9,55.2,47.8,30.3,19,48.64130068,45.53374261,3.206278531,0.851154737,38.79198202,4.474235159
250.7,25402,7307,43,0,"[22640, 34218.1]",33.3,32.1,36.8,"East Carroll Parish, Louisiana",2.26,28.1,39.7,47,NA,0.7,38.5,6.6,32,19.2,36.3,26.1,22.5,51.1,36.3,28.74283429,69.71070524,0.15997867,0.15997867,28.8648245,4.305555556
212.2,41651,19696,20.4,0,"(40362.7, 42724.4]",41.8,40.9,43.5,"East Feliciana Parish, Louisiana",2.43,42.5,32.8,28.8,35.5,2.9,43.5,8.9,43.6,6.5,60.3,45.8,40.7,39,23.5,53.7446487,44.91060186,0.090657265,0.161168471,46.95113161,4.203655352
211.4,32615,33743,24.1,0,"[22640, 34218.1]",35.8,34.6,37.5,"Evangeline Parish, Louisiana",2.65,43.7,33.7,36,28,2.3,34.6,9.3,42.4,10.4,49,35.5,30.9,47.8,31.2,68.48199479,27.86069652,0.068111822,1.652452026,45.14806759,8.601712189
140.5,32318,20410,29,0,"[22640, 34218.1]",37.9,35.8,40.6,"Franklin Parish, Louisiana",2.54,42.8,29.2,32.4,NA,3.8,40.3,6.4,44.7,11.5,46.4,33.7,27.7,43,26.2,66.24817518,32.72019465,0.063260341,0,42.81697684,5.698070375
205.9,45226,74103,19.4,0,"(45201, 48021.6]",35.8,34.7,37.1,"Iberia Parish, Louisiana",0.0277,46,23.5,41.4,NA,3.3,42.1,9,55.5,10.6,58,44.2,38.6,37.5,23,62.28867429,31.42633017,2.687386729,0.742513998,46.37692162,6.645642202
225.1,47377,33095,19.9,0,"(45201, 48021.6]",38.4,36.3,40.1,"Iberville Parish, Louisiana",2.61,39.7,25.2,34,NA,4.7,38.3,8.9,48.6,7.9,62.8,48.2,42.1,35.9,21.3,49.54106353,48.14770231,0.06018839,0.294923109,41.8193191,4.869631902
217.7,37130,15858,24.6,0,"(34218.1, 37413.8]",39.6,37.8,42.2,"Jackson Parish, Louisiana",2.49,46.1,30,43.3,NA,3.6,41.9,8.4,43,6.9,55.6,39.1,33.6,45.6,26.1,67.96200881,30.16947048,0.173815879,1.098764666,46.82013912,4.002444241
188.6,47024,436275,15.8,430.9208641,"(45201, 48021.6]",38.7,37.2,40.2,"Jefferson Parish, Louisiana",2.57,43.1,17.6,31.8,NA,8.7,31.1,16.5,60.1,6.7,58.6,47.3,40.8,34.3,22.1,63.8563798,26.48635231,4.160269552,3.043494249,41.56296102,5.165714506
208,37968,31439,21.7,0,"(37413.8, 40362.7]",38.4,35.7,40,"Jefferson Davis Parish, Louisiana",2.65,46.6,28,36.5,31.5,4,41.1,9.7,52.3,9.2,57.5,42.3,36,42.2,25.3,79.74804352,17.14703824,0.334033212,0.34039575,45.89769997,7.155147691
182.9,51340,240098,15.1,79.13435347,"(51046.4, 54545.6]",34,33,35,"Lafayette Parish, Louisiana",2.55,44.6,15.2,24.7,NA,8.5,28.7,20.8,63.9,6.3,67.8,57.1,47.9,26.3,15.6,69.85518375,25.68428591,1.561185621,0.634568679,43.47659981,5.986172971
198.7,47382,98325,17.6,20.34070684,"(45201, 48021.6]",36.6,35.6,37.6,"Lafourche Parish, Louisiana",2.68,49.4,17.8,37.7,38.5,6,39.1,10.2,56.8,7,63.4,50.4,44.6,33.4,19.4,79.5422369,13.35227856,0.81355028,1.597349037,51.08732299,4.817078346
205.7,32889,47774,29.7,0,"[22640, 34218.1]",27.4,26.2,28.6,"Lincoln Parish, Louisiana",2.56,35,12.4,14.7,57.8,15.1,27.7,20.8,53.3,11.9,63.4,51.5,45.7,30.3,17.9,54.36228854,40.89843503,1.790956514,1.055988511,37.25318889,4.279213153
186.5,58818,137788,12.3,0,"(54545.6, 61494.5]",35.3,34.6,36.2,"Livingston Parish, Louisiana",2.79,52.2,21.6,36.1,NA,6.4,40.2,14.3,60.4,7,64.3,54,49.1,28.9,18.8,90.99284056,6.147115693,0.407617825,0.913034065,54.24088389,5.711293942
181.9,26732,11514,41.4,0,"[22640, 34218.1]",34.6,32.9,36.5,"Madison Parish, Louisiana",2.55,34.6,32.4,40.2,NA,0.4,39.6,7.8,42.7,16.9,36.8,NA,23.5,39.8,24,36.18293607,61.97254274,0.07580224,0.699065106,34.2364532,4.463336876
186.4,30636,26395,29.4,37.88596325,"[22640, 34218.1]",39.3,37.2,41.1,"Morehouse Parish, Louisiana",2.5,42.9,30.7,38.5,NA,1.8,43.5,9.3,47,8,46.9,34.7,30.4,45.3,30.3,50.40722642,47.29009329,0.255442026,0.636754035,42.03120513,4.979184013
181.5,34522,39179,31.1,0,"(34218.1, 37413.8]",33.8,32.2,34.7,"Natchitoches Parish, Louisiana",2.66,40.6,16.7,25,NA,6.4,33.7,11.5,46.7,12.2,53.1,40.3,33.5,40.9,26.1,54.74701246,40.4805492,0.561912026,0.940757691,40.46070836,3.688606085
193.6,35468,389617,27.9,523.5911164,"(34218.1, 37413.8]",35.4,34.7,36.1,"Orleans Parish, Louisiana",2.38,30,15.9,26.3,NA,12.6,23.2,20,NA,10.3,53.9,44.2,35.7,37.6,25.8,34.29306308,59.53898996,3.022790374,1.382923942,26.74611467,5.131693567
199.7,40877,156761,23.6,140.3410287,"(40362.7, 42724.4]",34.7,33.5,35.9,"Ouachita Parish, Louisiana",2.55,41.9,17,29.6,48,5.4,32.9,15.9,53.8,8,55.1,43.6,38.7,35.6,22.5,60.10631127,37.27314164,0.898766764,0.479556266,41.69526781,6.070254725
180.7,51304,23495,16,0,"(51046.4, 54545.6]",36.5,36.6,36.4,"Plaquemines Parish, Louisiana",2.7,52.2,20.6,28.2,NA,3.1,39.3,10.2,54.2,4.7,67.4,55.5,39.7,29,18.4,69.24869698,20.93309039,3.288274927,2.18229586,51.06802879,6.549831829
188.2,44469,22251,18.3,44.94180037,"(42724.4, 45201]",42.6,42,43.4,"Pointe Coupee Parish, Louisiana",0.0256,45.3,34.2,22.9,NA,1.9,41.7,9.7,51.4,8.3,59.2,45.2,40.1,37.7,21.7,62.05440484,35.90096898,0.320028447,0.68006045,45.65665826,4.275724276
172.2,33322,8593,25.3,0,"[22640, 34218.1]",39.8,36.8,41.6,"Red River Parish, Louisiana",2.54,44.2,19,37.4,NA,3.1,44.3,8.7,47,9.2,51.4,41,35.2,41.3,26,58.68974881,38.99072188,0.07920344,0.418646753,41.70064065,10.40892193
191.3,36666,20523,24.9,0,"(34218.1, 37413.8]",38,35.7,40.4,"Richland Parish, Louisiana",2.59,49.5,25.8,35,NA,4.8,41,9.4,49.7,9.6,46.5,33.9,30.5,35.4,20.9,62.46330077,36.12648602,0.173268518,0.47167541,49.86218664,3.43803056
202.5,39561,24186,21.2,82.69246672,"(37413.8, 40362.7]",41.5,41.1,42,"Sabine Parish, Louisiana",2.6,51.8,21.8,47.6,NA,3.8,42,9.2,46.2,10.6,57.2,NA,34.2,39.8,20.3,70.46766744,16.74777301,0.408281095,0.453645661,50.00545197,6.366608963
233.1,45615,45408,17.9,0,"(45201, 48021.6]",33,32.7,33.3,"St. Bernard Parish, Louisiana",2.92,43,18.6,33.7,40.6,7.1,40.9,9.9,NA,12.2,61.6,NA,43.3,32.6,20,72.21288908,21.55256895,2.267954641,1.094311447,44.73014782,5.677721702
190.3,60751,52812,12.1,37.87018102,"(54545.6, 61494.5]",37.2,36,37.9,"St. Charles Parish, Louisiana",2.83,48.7,21.7,31.7,NA,6.1,36.7,14.9,60.9,7.7,66.5,56.1,50.7,28.2,18.6,70.57884838,26.34358555,1.105644104,0.678204373,50.8948485,6.11124004
212.5,35004,10567,24,0,"(34218.1, 37413.8]",39.2,37.1,41.2,"St. Helena Parish, Louisiana",2.59,42.3,26.3,27.5,NA,5,45.7,5.6,42,14.4,44.6,31.2,28.5,47.8,26.8,44.56461453,52.68071732,0,0.009243853,42.29000242,3.087986464
201.2,47477,21567,16.1,0,"(45201, 48021.6]",38.8,36.7,40.2,"St. James Parish, Louisiana",2.69,46.7,26.1,27.7,NA,4.3,44.8,10,53,11,64.7,52.1,47.8,32.3,19,48.66974596,50.31408776,0.055427252,0.23556582,47.51381215,4.363776791
200.6,47225,43626,20.8,0,"(45201, 48021.6]",36,35.2,36.8,"St. John the Baptist Parish, Louisiana",2.83,44.7,21.2,31,NA,5.6,37.5,11.5,57.4,9.2,59,48.3,44.4,36.1,24.5,42.05747152,54.34433097,0.47553271,0.985032042,47.21497522,4.727439304
217.8,32683,83848,30.1,0,"[22640, 34218.1]",36.6,35.2,37.8,"St. Landry Parish, Louisiana",2.68,43.1,26.8,50.8,20,2.4,44.5,9,49.2,6.1,56.3,45.3,41.4,37.8,24.7,56.36324495,40.86924282,0.392283497,0.480786481,42.65554216,6.971510409
198.1,46713,53835,18,0,"(45201, 48021.6]",36.7,35.5,37.7,"St. Martin Parish, Louisiana",2.77,49.5,19.8,37.3,NA,0.6,42.1,9.4,57.9,7.2,60.9,NA,40.7,36.3,21.3,65.83781952,29.74249896,1.033392313,0.739750781,50.31750197,6.463878327
200.6,42075,52810,21.8,0,"(40362.7, 42724.4]",37.7,37.1,38.2,"St. Mary Parish, Louisiana",2.58,43,24.1,40.4,NA,2.9,43.4,7.9,50.7,12.2,51.3,38.3,33.5,40.5,25.3,59.90531614,31.129657,1.626092326,2.019049045,41.74704724,6.284065406
177.7,63441,250088,11.2,115.9591824,"(61494.5, 125635]",39.8,38.7,41,"St. Tammany Parish, Louisiana",2.7,54.3,23.9,30.4,NA,7.3,27,20.3,58.5,7.6,67.8,NA,45.6,30.6,18.1,83.73394798,11.74761278,1.553753704,0.73674679,55.78754661,5.430602081
142.5,27522,4740,32,0,"[22640, 34218.1]",43,40.7,47.3,"Tensas Parish, Louisiana",0.0248,33.8,40.4,30.7,NA,0,45.6,7.1,42.5,15.6,38.7,24.6,22.2,42.6,23.1,42.75495606,56.46842428,0,0.572246066,31.95822454,2.925809822
213.2,49044,113972,20.9,96.51493349,"(48021.6, 51046.4]",35.2,34.4,36,"Terrebonne Parish, Louisiana",2.78,47.7,24.4,42.9,NA,4.5,40,9.8,55.6,5.5,59.8,47.8,42.6,32.8,20.1,71.23077469,18.53435277,0.913590321,0.777882244,47.74235394,5.230870955
220.2,38998,22477,22,0,"(37413.8, 40362.7]",41.7,40.3,43.4,"Union Parish, Louisiana",2.6,50.1,25.2,42.7,NA,4,44.9,8.2,45,7.7,56.1,40.6,36.4,42.4,24.5,71.29543336,25.89535348,0.18639329,1.189366707,50.46377833,4.316239316
180.3,45331,59875,18.3,0,"(45201, 48021.6]",36.7,35.6,37.7,"Vermilion Parish, Louisiana",2.69,48.5,25,42.1,NA,5.6,41,9.6,NA,8.5,60.1,46.4,40.6,36.7,21.8,81.09964473,14.13973947,2.087633226,0.306208763,48.38043678,5.605176173
224.8,29749,46371,29.1,0,"[22640, 34218.1]",39.2,37.4,41.2,"Washington Parish, Louisiana",2.54,46.8,23.9,43.1,NA,2.7,40.5,8.3,41.9,15,47.4,33.5,28.6,47.7,29,67.52513103,30.13145459,0.206203282,0.184723774,45.29652352,6.368497812
205,36003,40021,22.2,0,"(34218.1, 37413.8]",40.9,38.5,43.1,"Webster Parish, Louisiana",2.51,44,22.8,40.2,NA,2.1,40.5,11,47.6,7.6,52.8,37.3,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315
182.8,51550,25490,20.5,0,"(51046.4, 54545.6]",35.4,34.6,36.7,"West Baton Rouge Parish, Louisiana",2.61,47.1,18.4,35.9,NA,5.7,39.2,14.1,61,6.5,68.1,NA,50.1,30,17.1,59.75110463,37.81263934,0.571567554,0.575621225,47.02037259,5.538105472
195.6,33959,11293,22.5,0,"[22640, 34218.1]",39.7,37.8,41.4,"West Carroll Parish, Louisiana",2.48,46.6,33,38.1,NA,1.1,44,6.8,43.2,11.9,45.9,32.1,28.4,33.2,16.2,81.59594901,16.73651126,0.087305745,0.628601362,46.08938547,5.737356566
148.2,53679,15385,24,0,"(51046.4, 54545.6]",40.4,40.5,39.9,"West Feliciana Parish, Louisiana",3.04,36.1,10.1,20.8,NA,0,33.7,14.8,38.5,8.5,68.3,51.9,47.7,32,18,52.90301654,45.71521246,0.038923127,0.253000324,54.43620557,6.799830004
188,46701,107233,15.4,83.92938741,"(45201, 48021.6]",40.6,39.6,41.4,"Androscoggin County, Maine",2.34,49,13.4,32.5,NA,6.8,37.2,13.9,NA,7.2,65.5,50.5,46.1,38.8,20.8,92.46692056,1.41163763,0.801728232,0.279347816,46.16229053,5.235413921
188.2,36066,68628,20.1,14.571312,"(34218.1, 37413.8]",46.6,45.6,47.6,"Aroostook County, Maine",2.24,54.1,12.8,34.5,47.5,5.2,39,12.1,52.3,7.5,57.1,40.1,34.4,47.6,24.2,95.286051,0.742804085,0.497107349,0.222841226,50.4167353,5.029215359
173.3,61436,289977,10.8,500.0396583,"(54545.6, 61494.5]",41.9,40.3,43.3,"Cumberland County, Maine",2.37,49.4,10,24.3,51.3,14.4,24.1,27.3,64.5,5.4,74.3,NA,53.5,30.1,14.6,92.5076629,2.659033479,2.08654441,0.351601956,47.825159,3.772833827
167.5,41035,29991,15.8,0,"(40362.7, 42724.4]",44.9,44.1,45.6,"Franklin County, Maine",0.0248,51.3,10.2,30.4,NA,5.3,36.9,16.4,56.7,7.7,63.4,NA,40.5,42,21.1,97.02980067,0.440760476,0.470363792,0.171041379,52.41955916,3.482221569
165.4,45807,54659,12.9,18.29524872,"(45201, 48021.6]",47.4,46.2,48.4,"Hancock County, Maine",2.18,54.1,7.8,24.7,NA,14.3,33.1,20.1,57.7,7.7,64,46.6,36.7,37.7,18.1,96.6573969,0.481173845,0.900142706,0.075011892,49.67789586,5.103569855
169.4,50002,39855,13.9,501.8190942,"(48021.6, 51046.4]",47.2,45.3,49.2,"Knox County, Maine",2.27,51.5,16.6,44,NA,7.7,34.8,20.6,NA,5.7,64.3,45.4,36.8,40.4,18.6,96.69964504,0.679706971,0.659567505,0.108249629,48.88522854,4.550819672
170.6,47905,33969,11.7,58.87721158,"(45201, 48021.6]",49.8,48.5,51,"Lincoln County, Maine",2.25,53.5,20.9,38.5,NA,11.5,32.1,18.7,57.1,4.2,65.3,43.2,37.1,42.9,18.2,97.3357536,0.117109732,1.159386345,0.014638716,50.57139016,5.786534285
189,40120,57202,16.1,0,"(37413.8, 40362.7]",45.7,45.2,46,"Oxford County, Maine",2.6,48.1,19,35,NA,7,45.6,11.9,NA,9.2,59,NA,37.6,44.4,23.8,96.82694485,0.404033368,0.623465283,0.156737082,49.89663252,4.600845561
194,36994,16931,20.3,0,"(34218.1, 37413.8]",49.8,49.5,50.1,"Piscataquis County, Maine",2.24,52.8,16,42,NA,3.5,40.5,11.9,45.8,10.5,53.8,35.5,30.9,50.6,25.8,96.57262765,0.37304733,0.466309163,0.32058755,48.82454509,6.290471785
173.6,55630,35149,10.5,56.90062306,"(54545.6, 61494.5]",45.2,44.2,46,"Sagadahoc County, Maine",2.26,54.2,11.5,51.8,NA,7.6,31.6,20.8,61.3,5.7,69.4,51.2,43.3,39.1,19,95.9221475,0.732360652,0.712413086,0.142482617,49.67867575,5.263857504
180.1,46598,39155,15,0,"(45201, 48021.6]",45,44.3,46,"Waldo County, Maine",2.26,53.7,11.6,41.3,NA,5.4,34,19.1,57.2,7.5,62.1,45.9,38.2,41,21.5,96.89809113,0.500307882,0.631157635,0.264265189,50.29606821,4.975063861
216.7,38057,31625,18.5,0,"(37413.8, 40362.7]",46.8,45.9,47.8,"Washington County, Maine",2.18,51,17.2,32.2,NA,4.1,38.3,13.6,48.3,9.8,51,32.9,27.3,52.5,29.4,91.63120127,0.559162499,0.484607499,0.447329999,46.79255959,5.793688177
173.7,55482,201169,11.2,159.0702345,"(54545.6, 61494.5]",44.1,42.9,45.2,"York County, Maine",2.4,52.6,9.3,36.1,43,11.6,31.6,20.4,63.1,5.9,72.2,56.4,50.2,33.1,15.7,96.10180187,0.684087699,1.127793191,0.173776304,51.22310568,5.050755137
172.2,39808,72528,18.5,261.9677917,"(37413.8, 40362.7]",41.5,39,44.1,"Allegany County, Maryland",2.33,44.2,9.2,30,NA,4.7,42,9.2,48,10,66.4,47.2,43.5,43.6,22.9,88.59399856,8.0191437,0.864729636,0.282804661,45.91512498,4.613602728
176,86654,564195,6.7,69.12503656,"(61494.5, 125635]",38.4,36.8,39.7,"Anne Arundel County, Maryland",2.66,51.7,11.8,29.1,47.4,11.7,25,22.5,64.2,5.9,81.6,63.7,55,25.1,10.9,74.72536378,15.87127215,3.57153148,2.151166979,53.20651532,5.291115354
171,67766,831128,9.8,216.5731392,"(61494.5, 125635]",39.1,37.4,40.6,"Baltimore County, Maryland",2.56,46.2,8.2,29.7,49.3,12.8,27.2,20.9,61.9,6.9,75.2,NA,52.5,29.7,15.1,63.33377483,27.11581014,5.642929964,1.081220328,45.91882391,5.073719664
175.2,92446,90595,7.2,0,"(61494.5, 125635]",40.6,39.8,41.7,"Calvert County, Maryland",2.87,52.7,8.1,38.4,NA,8.6,31.5,17.4,63.9,7.6,82.1,66.2,58.4,24.3,11,81.8696318,12.7072375,1.401558027,0.489380119,57.54132563,3.454078056
185.6,49573,32579,16,0,"(48021.6, 51046.4]",40.1,39,40.6,"Caroline County, Maryland",2.7,50.2,19.6,41.1,33,6.3,40.7,9.7,59.6,8.8,61.6,45.8,40.8,41.2,25,81.0109917,13.80239429,0.508251431,1.886041456,51.23322148,5.404323459
171.1,84500,167627,5.9,89.48439094,"(61494.5, 125635]",42.2,41,43.1,"Carroll County, Maryland",2.73,56.7,6.6,30.1,NA,12.4,30.6,20.8,65.6,4.6,84.5,69,62,23.9,9.8,92.69248226,3.253027878,1.688922864,0.458063591,61.33424438,4.31864301
195.5,62198,102382,10.6,419.9957024,"(61494.5, 125635]",40.1,39.5,40.5,"Cecil County, Maryland",0.0273,52.5,17.2,34.7,NA,8.4,37.8,13.9,60.7,7.5,72.9,60,54.7,30.4,17.5,88.88289525,6.758532758,1.287759906,0.932718713,54.36451753,4.297102051
